# Values[k3].InitialValue	[l1]	[l13]	[l15]	[l135]	[c]	[s]	[cs]	[l2]	[sa]	[sb]	
1.0457	0.00155269	0.00248414	0.000969688	0.131647	0.0486041	0.95478	2.26848	7.73381	7.73381	7.73381	
1.11879	0.00203013	0.00225238	0.0018276	0.200304	0.763629	0.0632366	2.2791	6.30711	6.30711	6.30711	
1.17141	0.00212539	0.00102517	0.00439998	0.136001	0.0120391	3.37236	1.86976	6.51283	6.51283	6.51283	
1.07384	0.00447004	0.00191838	0.010404	0.15538	2.57035	0.0239223	2.96496	17.7572	17.7572	17.7572	
1.01873	0.00556214	0.00256992	0.0120087	0.154727	10.7632	0.00383227	2.04325	7.2395	7.2395	7.2395	
1.19886	0.00411983	0.00205751	0.00823754	0.154403	0.101287	0.543803	2.50493	12.8291	12.8291	12.8291	
1.23771	0.00332027	0.00837855	0.001312	0.117057	0.0361335	1.24878	2.01649	5.57616	5.57616	5.57616	
1.0966	0.00258149	0.00428305	0.00155376	0.112019	0.00945682	4.14356	1.86897	7.7856	7.7856	7.7856	
1.09217	0.0254929	0.105919	0.00592339	0.104883	0.0240272	1.47269	1.69128	4.4305	4.4305	4.4305	
1.21836	0.00298507	0.00156777	0.00567973	0.234545	3.64315	0.014725	2.41825	17.1494	17.1494	17.1494	
1.0891	0.00399409	0.000796335	0.0199502	0.126479	9.01076	0.00415177	1.79075	5.39276	5.39276	5.39276	
1.01538	0.00220506	0.00205318	0.00236519	0.212933	8.3339	0.00607166	2.51072	5.3149	5.3149	5.3149	
1.00026	0.00311606	0.0132039	0.000733715	0.115303	0.0166359	3.01112	2.5043	8.77911	8.77911	8.77911	
1.174	0.00234998	0.0033468	0.00164782	0.105895	0.00844804	4.56416	1.77361	7.05431	7.05431	7.05431	
1.05178	0.00357713	0.00228352	0.00558974	0.12213	6.74361	0.00623872	2.05049	4.90984	4.90984	4.90984	
1.2335	0.00204538	0.00126693	0.00329792	0.101396	0.00803218	4.56357	1.64116	6.63604	6.63604	6.63604	
1.07725	0.00268237	8.93132e-05	0.0799889	0.108282	0.0172905	2.71983	2.26392	11.8401	11.8401	11.8401	
1.06249	0.00167142	0.00136318	0.00204781	0.194157	0.0503913	1.12862	2.75748	8.77078	8.77078	8.77078	
1.13381	0.00320773	0.00438373	0.00234472	0.16341	9.86522	0.00467824	2.16288	8.88098	8.88098	8.88098	
1.14977	0.00239255	0.000522897	0.0109196	0.163321	3.15167	0.0133153	1.95208	5.47602	5.47602	5.47602	
1.21685	0.00147686	0.00107021	0.00203533	0.141914	0.0180816	2.08796	1.70304	4.40098	4.40098	4.40098	
1.12332	0.00185154	0.00577131	0.00059309	0.103432	0.0136887	3.08638	1.98974	6.39957	6.39957	6.39957	
1.19355	0.00342692	0.00954062	0.0012297	0.24072	0.928268	0.0642301	2.7181	17.0922	17.0922	17.0922	
1.02729	0.00119677	0.00112015	0.00127734	0.123183	1.2061	0.0343257	2.04214	4.46791	4.46791	4.46791	
1.23404	0.00328121	4.67978e-05	0.221288	0.151834	0.154225	0.255439	1.7634	5.56561	5.56561	5.56561	
1.17969	0.00156615	0.00117035	0.00209396	0.140957	2.91926	0.0146997	1.96873	6.55466	6.55466	6.55466	
1.08679	0.00548444	0.0444311	0.000674218	0.123255	0.0210591	2.42487	2.44709	13.545	13.545	13.545	
1.11661	0.00140272	0.00091334	0.0021521	0.132535	0.227539	0.186086	2.00046	5.55859	5.55859	5.55859	
1.19978	0.00171291	0.0018255	0.00160583	0.176988	6.17531	0.00743987	2.08855	6.42779	6.42779	6.42779	
1.07081	0.00267714	0.000213519	0.0333665	0.12631	0.0749511	0.641576	2.32212	6.34708	6.34708	6.34708	
1.01998	0.00200657	0.000602257	0.00667309	0.10789	0.0167546	2.78402	2.3092	6.00774	6.00774	6.00774	
1.07277	0.00352876	0.0039839	0.00311906	0.114679	0.0118979	3.46305	1.98783	6.61929	6.61929	6.61929	
1.05458	0.00304306	0.000734728	0.0125673	0.176981	2.60329	0.0197974	2.50846	5.86318	5.86318	5.86318	
1.12681	0.00366167	8.37376e-05	0.156982	0.14512	0.0115819	3.57165	1.94501	8.07976	8.07976	8.07976	
1.15071	0.00600502	0.00223474	0.0160853	0.189645	8.82545	0.00406942	1.66988	6.66878	6.66878	6.66878	
1.07022	0.00119109	0.00127931	0.00110788	0.114957	0.0847794	0.507598	2.07871	4.7953	4.7953	4.7953	
1.14166	0.00250697	0.00175772	0.00357011	0.185281	0.164144	0.356936	2.73567	6.47864	6.47864	6.47864	
1.0631	0.00163801	0.00227034	0.00118065	0.163255	3.85065	0.0113884	2.12557	6.30377	6.30377	6.30377	
1.18931	0.00207512	0.00247178	0.001739	0.114562	0.0281072	1.2591	1.61648	4.54802	4.54802	4.54802	
1.0103	0.00119005	0.00101163	0.00139854	0.118393	0.155289	0.268261	2.07222	4.64587	4.64587	4.64587	
