Values[k1].InitialValue	Values[kd1].InitialValue	Values[kt3].InitialValue	Values[kt5].InitialValue	Values[k2].InitialValue	Values[kd2].InitialValue	Time	[l1]	[l13]	[l15]	[l135]	[c]
1.92064	0.196423	153.849	261.958	17.4199	0.0558378	0	0.00461689	0.00270949	0.00785111	0.108857	33.9605
2.15447	0.277462	586.223	895.23	17.7955	0.0397411	0	0.00145402	0.000951843	0.00221941	0.119139	53.3486
2.31037	0.170603	383.283	308.802	17.1443	0.0815909	0	0.00333745	0.00414013	0.00268771	0.133332	28.0164
3.22584	0.315534	931.464	723.676	17.4364	0.0797723	0	0.00194861	0.00250702	0.00151341	0.181612	39.6961
2.78143	0.179892	973.171	691.344	18.8822	0.0801323	0	0.00167084	0.00235134	0.00118675	0.145865	34.3714
2.33934	0.203106	465.356	335.494	17.7625	0.0795129	0	0.00292033	0.00404827	0.00210447	0.130109	29.0653
1.69077	0.138395	684.088	102.249	17.033	0.0753142	0	0.0021498	0.0143636	0.000321261	0.0983285	22.2379
2.34402	0.138117	575.72	809.377	17.4892	0.0782532	0	0.00169215	0.00120344	0.00237834	0.132935	29.7104
3.05064	0.312096	861.19	765.459	17.007	0.0791244	0	0.00187505	0.00210869	0.00166602	0.176041	37.8383
3.23518	0.233167	397.521	456.209	18.9832	0.0356036	0	0.00378842	0.00329938	0.00434518	0.168217	89.6901
3.388	0.263024	344.533	508.236	16.7696	0.0408321	0	0.00397171	0.00269103	0.00585437	0.198719	81.6132
1.5322	0.198791	713.417	610.43	17.0954	0.0579443	0	0.00115721	0.001352	0.00098988	0.0885557	26.1267
1.54681	0.219512	610.278	434.533	17.4104	0.0404804	0	0.00148016	0.00207775	0.00105353	0.0876802	37.7108
2.40222	0.129906	564.028	234.809	16.6736	0.0437468	0	0.00300665	0.00721821	0.0012514	0.142871	54.4535
1.99469	0.246002	751.313	408.191	16.9227	0.0608833	0	0.00171993	0.00316378	0.000934139	0.116098	32.2699
3.35332	0.125648	997.302	77.8133	16.657	0.053435	0	0.00311867	0.0399062	0.0002433	0.199485	62.1842
1.37945	0.18561	795.2	364.884	17.8942	0.0428748	0	0.0011889	0.00258968	0.00054541	0.0762531	31.825
2.90265	0.175139	732.38	382.948	18.5204	0.0487797	0	0.0026021	0.00497419	0.00136026	0.155175	58.916
2.90272	0.202036	701.756	144.017	17.8965	0.0735476	0	0.00343122	0.016696	0.000703965	0.160152	38.9701
1.58032	0.270534	87.9352	87.4931	17.0777	0.0296877	0	0.00899446	0.00901204	0.00892179	0.090674	52.1596
1.59405	0.13666	818.721	731.557	18.6252	0.0507176	0	0.00102814	0.00115043	0.00091853	0.0849398	31.1927
2.30594	0.198611	554.714	215.663	17.4751	0.0371579	0	0.00299249	0.00769001	0.00116301	0.13034	61.2979
3.25704	0.157568	965.732	594.927	18.8217	0.0629932	0	0.00208675	0.00338648	0.00128531	0.171554	51.2586
3.42488	0.280616	773.417	122.645	18.4751	0.0602262	0	0.00382094	0.0240404	0.00060569	0.182179	55.8854
1.44438	0.305385	714.942	347.811	17.5614	0.073227	0	0.0013587	0.00279042	0.000660709	0.0807592	19.3678
2.71643	0.117365	78.6365	682.061	18.1913	0.0319772	0	0.00357042	0.000411572	0.0309222	0.148145	84.2771
1.71333	0.16623	676.878	746.572	17.0171	0.07307	0	0.0012035	0.00109091	0.00132709	0.0996734	23.2127
1.49891	0.184963	56.0147	172.187	18.8056	0.0780098	0	0.006563	0.00213274	0.0201081	0.0786483	18.9595
3.45088	0.237896	565.842	273.33	18.6617	0.0573384	0	0.00411107	0.00850327	0.00198502	0.182406	59.3671
3.24704	0.19251	582.016	861.495	18.3017	0.0313973	0	0.0022491	0.00151913	0.003328	0.175497	102.298
1.63327	0.250172	702.122	439.837	17.3824	0.0478977	0	0.00142992	0.00228132	0.000895442	0.0925629	33.5916
2.90997	0.208442	561.62	954.482	17.4058	0.0574055	0	0.00191912	0.00112897	0.00326036	0.165131	50.0691
2.06328	0.149289	462.185	644.409	18.1558	0.0599442	0	0.00186428	0.0013368	0.00259847	0.112669	34.125
3.26828	0.138513	447.825	898.156	18.481	0.0662914	0	0.00242793	0.00121039	0.00486793	0.175466	48.9173
2.1645	0.179868	44.0331	166.258	18.3275	0.0483861	0	0.0102841	0.00272079	0.0386722	0.116452	44.109
2.90518	0.31902	519.562	258.65	17.6546	0.0735769	0	0.00373161	0.00748663	0.00185654	0.161404	38.7284
2.27272	0.317201	480.34	938.842	18.7549	0.0584806	0	0.00160107	0.000818881	0.00312729	0.119073	38.1869
2.73126	0.203621	732.487	37.2954	18.2423	0.0804369	0	0.00354716	0.0692884	0.000180557	0.147263	33.3977
2.7863	0.267669	964.558	912.928	18.7732	0.0339117	0	0.00148385	0.00156731	0.00140403	0.14627	80.9739
1.37245	0.30301	984.604	194.352	17.9359	0.0636495	0	0.00116383	0.00588686	0.000229658	0.0751275	21.1703
1.62697	0.290934	68.4994	914.162	18.2034	0.0397108	0	0.00165519	0.000123986	0.021996	0.0875972	40.1545
2.98417	0.141948	876.236	406.972	16.4524	0.0748182	0	0.0023253	0.00500477	0.00107982	0.179759	39.5286
1.86369	0.237693	19.8413	204.123	16.5341	0.0306638	0	0.00831256	0.000807063	0.0845056	0.109794	59.2016
2.86237	0.213757	365.478	118.911	18.3655	0.0458289	0	0.00590663	0.0181218	0.00192063	0.153764	61.6194
2.3237	0.121708	307.628	826.236	18.4059	0.0405283	0	0.00204914	0.000762834	0.00550146	0.125363	56.9338
2.00018	0.196118	62.3257	520.233	18.4887	0.0698054	0	0.00343229	0.000411045	0.0285595	0.106708	28.2629
3.13234	0.299386	870.352	164.108	17.1739	0.0617318	0	0.00302712	0.0160252	0.000570579	0.178928	49.7782
3.43875	0.273837	144.52	11.0761	18.9168	0.0749374	0	0.0220617	0.280913	0.00168763	0.174842	44.1362
2.85145	0.296263	670.933	774.286	17.9654	0.0644619	0	0.00197262	0.00170866	0.00227549	0.156048	43.4902
3.10876	0.275321	725.826	282.568	18.3723	0.0804235	0	0.00308204	0.00790907	0.0011994	0.166531	38.043
2.27737	0.211362	162.066	856.419	18.7425	0.0352662	0	0.00223558	0.000422948	0.0117983	0.119992	63.7708
3.24913	0.173781	186.608	237.187	18.311	0.0626634	0	0.0076636	0.00602497	0.00973171	0.175553	51.2987
2.28598	0.205657	799.545	795.825	18.2	0.0807466	0	0.0014327	0.00143902	0.00142567	0.124152	27.9834
3.48072	0.168757	800.84	317.964	17.6289	0.0782222	0	0.00311064	0.00783048	0.00123478	0.195456	44.05
1.80587	0.294972	425.081	79.5359	16.7275	0.063751	0	0.0035766	0.0190446	0.000668744	0.105683	27.7301
3.3019	0.190196	275.83	996.814	16.7717	0.0323003	0	0.00259413	0.000717689	0.00936841	0.194524	101.005
1.68809	0.120814	733.28	770.185	18.4468	0.0500839	0	0.00112271	0.00106875	0.00117902	0.0908939	33.4779
2.05951	0.2769	554.669	668.28	16.5281	0.0358495	0	0.00168367	0.00139686	0.00202752	0.122469	56.4634
1.63485	0.237479	130.343	140.953	18.9489	0.0423822	0	0.00602078	0.00555823	0.00649902	0.0849849	37.9964
2.56123	0.301916	555.69	833.584	17.3191	0.078724	0	0.00184317	0.00122826	0.00276342	0.145251	31.9548
3.46483	0.193492	279.946	650.445	18.4042	0.0720722	0	0.00372328	0.00160199	0.00864496	0.186159	47.5372
3.35702	0.320829	810.352	643.159	17.0579	0.0638568	0	0.00230908	0.00290789	0.00183194	0.193038	51.5657
3.23228	0.123415	184.504	752.35	18.3639	0.0597814	0	0.00344969	0.000845855	0.0140573	0.174715	53.6698
2.14026	0.304091	447.322	222.538	16.4609	0.0713437	0	0.00319364	0.00641076	0.00158772	0.127459	29.4083
3.06313	0.124035	296.104	560.675	16.7471	0.0733017	0	0.00357465	0.00188743	0.00676579	0.181471	41.4602
1.64938	0.262533	979.802	171.486	16.9853	0.0280932	0	0.00143232	0.00817115	0.000250619	0.0954785	57.7269
3.29047	0.192486	670.994	579.668	16.9265	0.0287545	0	0.00263058	0.00304401	0.00227189	0.192122	113.094
1.57413	0.25296	735.505	640.293	17.0576	0.0492346	0	0.00114394	0.00131353	0.000995517	0.0908841	31.4873
2.87833	0.220731	431.225	649.211	16.6004	0.033983	0	0.00266351	0.00176858	0.00400787	0.171004	83.5337
3.27546	0.317716	838.248	740.978	17.8847	0.0619215	0	0.00207367	0.00234489	0.00183235	0.179837	51.9422
1.40332	0.229268	110.816	276.409	16.4345	0.056192	0	0.00362191	0.00145087	0.00901549	0.0840203	24.5734
2.97362	0.23649	150.206	879.468	17.9229	0.0565167	0	0.00288727	0.000492989	0.0168786	0.163488	51.846
2.86171	0.228702	729.789	924.803	17.4134	0.0752538	0	0.00172932	0.00136432	0.00219074	0.162141	37.5186
1.88911	0.206788	792.197	263.543	18.6894	0.0601415	0	0.00178902	0.00537348	0.000595005	0.0998884	31.041
1.78159	0.200162	347.826	899.589	18.1789	0.0398132	0	0.00142799	0.000552011	0.00369113	0.0968741	44.2331
2.79099	0.113829	926.662	409.411	16.8724	0.0488351	0	0.00208877	0.00472642	0.000922732	0.164257	56.7504
1.72036	0.241463	112.462	177.416	18.6016	0.0355742	0	0.00592981	0.00375374	0.00933459	0.0910555	47.6126
1.94353	0.321936	555.202	154.733	16.8973	0.0351311	0	0.00273637	0.00979806	0.000762178	0.112621	54.1683
1.61177	0.230088	56.091	802.929	17.6131	0.0293713	0	0.00187579	0.000131001	0.0267418	0.0899594	53.9458
2.84365	0.146599	75.1914	79.5664	18.8619	0.0801575	0	0.0183575	0.0173162	0.0193878	0.149174	35.1023
1.29155	0.288959	990.976	186.669	16.656	0.0500856	0	0.00109646	0.0058118	0.000206478	0.0760993	25.3068
1.73519	0.326079	945.138	993.186	17.8907	0.0423108	0	0.00089505	0.00085147	0.000940228	0.0952044	40.2561
2.95967	0.310991	582.824	98.0723	16.8833	0.0285547	0	0.00434474	0.0257383	0.000730704	0.171574	101.445
3.03361	0.238475	281.379	285.266	17.9734	0.0340661	0	0.00535139	0.00527406	0.00542072	0.166363	87.7738
3.16461	0.206778	879.727	991.997	18.8217	0.0385317	0	0.00169056	0.00149891	0.00190586	0.166253	81.2104
3.55353	0.301246	50.3441	706.969	17.7626	0.069948	0	0.00469042	0.000333868	0.0654746	0.195544	49.6566
3.39485	0.239122	388.862	885.23	17.3247	0.0445709	0	0.00266402	0.00116993	0.00606081	0.193152	75.0779
3.14293	0.170241	368.878	652.183	16.5696	0.0648219	0	0.00307758	0.00174024	0.00543872	0.187646	47.9658
3.35639	0.152449	522.123	358.954	18.693	0.079638	0	0.00380876	0.00553775	0.00261772	0.178004	41.782
2.80945	0.139377	145.709	959.391	16.7108	0.0381918	0	0.00254194	0.000386005	0.0167209	0.166569	72.882
2.40104	0.3326	603.174	466.56	17.9278	0.0328978	0	0.00224383	0.00289878	0.00173466	0.131364	71.5872
1.63082	0.21853	756.877	827.959	18.5262	0.0725833	0	0.00102887	0.000940293	0.00112517	0.0869654	22.1971
2.49919	0.245887	517.87	574.028	18.0667	0.0362397	0	0.00228833	0.00206358	0.00253528	0.136381	67.9906
2.48949	0.151965	656.375	485.721	18	0.0683199	0	0.00217946	0.00294427	0.00161244	0.137091	36.1187
2.26166	0.188713	175.998	875.901	17.6508	0.0483551	0	0.00214969	0.000431853	0.010687	0.126638	46.226
2.49747	0.182422	977.454	332.415	18.5134	0.080014	0	0.00190639	0.0056026	0.000648208	0.133505	30.8899
2.52834	0.223577	644.82	92.0967	17.4515	0.0764631	0	0.00342993	0.0239567	0.000489711	0.142693	32.5674
2.80165	0.247073	997.698	365.951	17.3181	0.0696652	0	0.00205415	0.00559649	0.000753266	0.159382	39.6208
3.53328	0.142605	360.295	347.384	17.0246	0.0777757	0	0.00499176	0.00517516	0.00481097	0.205691	45.0244
2.20918	0.116068	228.833	552.169	16.8583	0.0548399	0	0.00282823	0.00117185	0.00682099	0.130074	39.986
1.88955	0.122575	602.168	459.288	16.4738	0.0694042	0	0.00177994	0.00233304	0.00135733	0.113813	27.0146
2.72877	0.122812	474.136	638.418	16.427	0.0729332	0	0.00245244	0.00182101	0.00330132	0.164826	37.1243
2.10111	0.241602	892.318	901.693	17.5302	0.0829807	0	0.00117102	0.00115854	0.00118301	0.11818	24.9662
1.21967	0.29484	276.668	38.9112	18.8557	0.0342994	0	0.00386124	0.0272479	0.000542475	0.0632009	34.7441
1.75445	0.155166	202.37	602.595	18.1214	0.0355247	0	0.00217912	0.000731627	0.00648376	0.0959149	48.9269
2.07932	0.140434	378.74	940.138	17.0373	0.0827793	0	0.00157642	0.000634974	0.00391165	0.120998	24.9032
2.90507	0.136738	378.314	412.353	18.4459	0.0408145	0	0.00367357	0.0033692	0.00400265	0.156251	70.6169
3.32061	0.114598	232.034	765.78	17.172	0.0336246	0	0.00332751	0.0010081	0.0109763	0.19199	98.0489
3.33197	0.1237	187.889	820.703	17.1475	0.0423125	0	0.00330318	0.000756103	0.0144189	0.192788	78.129
1.81678	0.178327	444.807	601.421	17.4602	0.0525295	0	0.00173621	0.00128371	0.00234658	0.102946	34.2182
3.25165	0.138916	814.712	944.467	17.201	0.0583429	0	0.00184825	0.00159409	0.00214224	0.187479	55.2738
1.68846	0.310958	871.495	324.366	17.2316	0.0740075	0	0.00141155	0.00378888	0.000525185	0.0961481	22.3867
2.95293	0.185711	656.695	396.042	17.8918	0.0325647	0	0.00280451	0.0046481	0.00169088	0.163254	89.6959
2.3768	0.111732	397.704	184.764	17.878	0.0629521	0	0.00407979	0.00877644	0.00189484	0.132028	37.4952
1.94379	0.320971	300.372	359.731	18.2488	0.0804714	0	0.00294324	0.00245538	0.00352111	0.104521	23.7025
2.98076	0.295853	967.409	720.719	17.1106	0.0639625	0	0.00176541	0.00236871	0.00131483	0.171153	45.7849
2.50347	0.158791	378.146	736.237	16.9103	0.0570446	0	0.00224619	0.00115344	0.00437142	0.146595	43.4565
2.39896	0.288515	35.6033	911.983	16.6512	0.0386349	0	0.00253088	9.8773e-05	0.0643076	0.140477	60.544
2.10609	0.264264	389.015	322.933	16.6318	0.0761031	0	0.00295712	0.00355932	0.00245313	0.12451	27.2107
2.23324	0.191006	431.362	669.591	17.6359	0.0527972	0	0.00202811	0.00130617	0.00314679	0.125204	41.8221
2.05266	0.136508	521.62	546.635	16.8724	0.0584999	0	0.00192126	0.00183288	0.00201287	0.120635	34.7934
1.24083	0.211307	78.8804	344.701	17.9151	0.0388212	0	0.00292792	0.000669607	0.0127606	0.0682638	31.5021
2.70156	0.213279	847.242	618.266	16.6985	0.0632534	0	0.00184316	0.00252491	0.00134469	0.159672	42.1525
2.78627	0.280318	459.212	161.867	18.3339	0.0754778	0	0.00448414	0.0126994	0.00157965	0.149402	36.2905
1.42636	0.157615	326.774	294.046	18.5003	0.0299219	0	0.00229695	0.00255125	0.0020659	0.0763894	47.2306
1.67495	0.180034	353.603	747.045	18.6351	0.0330053	0	0.00152153	0.000720023	0.00321285	0.0889691	50.2328
1.82323	0.332444	248.147	317.506	17.5128	0.0415404	0	0.00322133	0.002515	0.0041162	0.101985	42.9954
3.3977	0.30151	476.148	754.743	16.9879	0.0737842	0	0.00275968	0.00174032	0.00437161	0.196364	45.2105
2.20149	0.127792	275.525	461.56	18.9778	0.0537363	0	0.00298624	0.00178212	0.00500023	0.115162	40.6713
3.04148	0.12456	202.736	963.552	18.4307	0.0449729	0	0.00260755	0.000548571	0.0123854	0.16381	67.1325
2.29814	0.198604	122.889	272.308	18.2485	0.0417578	0	0.00581224	0.00262107	0.0128585	0.12435	54.3423
1.91705	0.163811	146.349	801.999	17.7429	0.0702686	0	0.00202112	0.000368739	0.0110634	0.106934	27.0011
2.04102	0.162412	548.312	959.589	16.7587	0.0460698	0	0.0013534	0.000773207	0.00236786	0.120576	43.8618
1.38512	0.244938	577.672	556.254	18.4233	0.0783153	0	0.00122126	0.00126773	0.00117549	0.0741486	17.4431
1.47829	0.328407	836.953	986.555	18.1238	0.0829413	0	0.000810538	0.000687398	0.000955044	0.0800707	17.4966
2.0082	0.155149	66.1518	561.742	17.9404	0.056907	0	0.00319753	0.000376443	0.0270889	0.110715	34.9038
2.38145	0.265206	676.162	891.785	18.637	0.0817873	0	0.00151858	0.00115106	0.00200206	0.125922	28.6942
2.69076	0.282753	770.414	561.467	17.8362	0.0770867	0	0.00201984	0.00277011	0.00147149	0.148408	34.3383
2.51179	0.227957	770.353	683.006	17.3036	0.0727671	0	0.00172799	0.00194833	0.00153161	0.143205	34.0533
2.74239	0.31527	681.466	485.325	16.865	0.0735132	0	0.00234974	0.00329723	0.00167266	0.159491	36.5894
3.34207	0.136328	602.397	425.005	17.3417	0.0498045	0	0.0032525	0.00460858	0.0022942	0.191136	66.5529
2.45664	0.276642	664.668	12.9206	17.7533	0.0291875	0	0.00362408	0.182523	7.04199e-05	0.133396	81.138
2.28268	0.206216	214.702	625.644	16.5998	0.0518354	0	0.00271569	0.000931638	0.00790595	0.135683	43.4514
1.60551	0.268414	864.59	746.633	17.013	0.0814583	0	0.000996289	0.00115327	0.000860098	0.092857	19.3937
1.9425	0.249312	110.938	645.308	16.7194	0.0466036	0	0.00256777	0.000441267	0.0149028	0.114212	40.9746
3.12623	0.144997	485.828	98.6973	17.1369	0.0351126	0	0.00534699	0.0262814	0.00108593	0.180621	88.1533
2.20816	0.124022	606.406	512.886	16.8086	0.081533	0	0.0019726	0.00233172	0.00166804	0.130365	26.8756
3.58953	0.317218	604.546	343.604	17.6073	0.0505094	0	0.00378456	0.00665252	0.00214988	0.200035	69.7311
1.8894	0.297458	85.0998	139.535	18.5933	0.0467697	0	0.00839986	0.00511201	0.013725	0.0995886	39.5914
2.25163	0.122457	270.113	159.154	18.1565	0.0462603	0	0.00524378	0.00889281	0.0030883	0.123066	48.3016
2.55738	0.123236	371.088	4.47558	18.3355	0.052699	0	0.00680722	0.549289	8.20725e-05	0.134833	46.9122
1.5059	0.322854	342.003	595.248	16.4149	0.0473253	0	0.00160617	0.000922333	0.00279286	0.0898676	31.1708
1.36531	0.284572	608.876	905.992	16.7989	0.0625476	0	0.000901105	0.000605401	0.00134019	0.0798724	21.452
2.78513	0.262804	149.932	72.3408	18.2418	0.0498246	0	0.0125155	0.0258453	0.00602805	0.149879	54.874
2.08764	0.252167	866.891	376.073	16.649	0.0348516	0	0.00167922	0.00386821	0.000728264	0.123427	58.9622
1.50169	0.243753	818.782	932.988	17.575	0.0742181	0	0.000857122	0.000752006	0.000976385	0.0842406	19.9483
2.41837	0.305114	448.633	678.296	17.7684	0.0472095	0	0.0021454	0.00141836	0.00324146	0.133692	50.3182
1.21879	0.24563	70.9536	706.786	16.5775	0.0634179	0	0.00156659	0.000157214	0.0155514	0.0721949	18.8718
3.43993	0.217988	844.133	604.394	17.754	0.0336968	0	0.00237442	0.00331506	0.00169963	0.191316	100.799
3.49057	0.167189	902.531	405.707	17.236	0.0623873	0	0.00266781	0.00593234	0.00119901	0.200477	55.3866
3.4207	0.28256	564.379	632.702	18.6739	0.0798327	0	0.00285686	0.00254722	0.0032011	0.180322	42.1797
2.49421	0.214271	515.782	923.553	17.9944	0.0744607	0	0.00173263	0.000967409	0.00310114	0.136911	33.0863
1.30276	0.116833	793.096	24.8108	17.7256	0.0672205	0	0.00159257	0.0506692	4.98137e-05	0.0726721	19.1632
2.9737	0.111772	272.019	589.699	17.1684	0.0751975	0	0.00345045	0.00159134	0.00747701	0.172007	39.2709
2.74477	0.267005	807.624	252.37	18.2284	0.0471508	0	0.00258877	0.00827574	0.000808684	0.148235	57.3072
1.44185	0.212896	855.977	355.966	18.0977	0.0623352	0	0.00118949	0.00285861	0.000494539	0.0786913	22.8463
1.9543	0.289772	794.331	483.16	17.3689	0.0540703	0	0.00152945	0.00251295	0.000929962	0.110589	35.5243
3.5465	0.260592	699.042	235.342	18.9187	0.0353241	0	0.00379448	0.0112584	0.00127699	0.18469	98.9158
2.40262	0.205765	583.464	438.877	17.5891	0.0708645	0	0.00234964	0.00312226	0.00176676	0.134934	33.4916
3.27048	0.303807	435.935	96.304	17.1912	0.0519286	0	0.00614125	0.0277119	0.00135574	0.186326	61.6842
2.09357	0.165234	862.623	111.289	18.4659	0.0599048	0	0.00214928	0.0166349	0.00027723	0.1122	34.5862
2.85581	0.304013	246.257	695.155	17.9532	0.0829303	0	0.00303256	0.00107381	0.00855002	0.15621	33.8172
1.88406	0.155573	870.367	38.0728	17.9793	0.0368985	0	0.00207359	0.0472106	9.06898e-05	0.103468	50.416
1.26325	0.134147	825.977	705.643	17.2583	0.0554459	0	0.000824705	0.00096516	0.000704442	0.0726125	22.6017
2.74481	0.188476	468.054	769.072	16.701	0.0702485	0	0.00221836	0.00134975	0.00364359	0.162436	38.6177
2.57939	0.153357	710.277	791.481	18.7754	0.0653439	0	0.00171741	0.00154091	0.00191334	0.136226	39.1422
1.93536	0.331232	938.69	930.184	18.0054	0.0643461	0	0.00103539	0.00104449	0.00102565	0.10549	29.5184
3.51896	0.257523	217.202	186.73	18.523	0.06065	0	0.0087062	0.010113	0.0074759	0.187012	57.115
2.9934	0.181341	726.222	644.714	17.0276	0.0339998	0	0.00218318	0.0024585	0.00193767	0.173876	87.0793
2.74891	0.242042	572.885	767.197	16.5927	0.0467597	0	0.00205093	0.001531	0.00274541	0.163197	57.9106
1.6121	0.303044	562.58	319.701	17.6525	0.0609186	0	0.00182657	0.00321118	0.00103744	0.0896806	25.9869
1.23574	0.328366	456.133	819.864	17.6925	0.0307594	0	0.000968203	0.000538446	0.00173902	0.0685137	39.4084
1.63829	0.220149	970.305	545.644	18.9729	0.0501393	0	0.00108054	0.00192073	0.000607499	0.0853168	32.2843
1.65521	0.227523	624.317	944.711	16.9252	0.0578176	0	0.00105477	0.000696884	0.00159549	0.0964536	28.2354
1.96371	0.321181	702.015	509.014	18.8231	0.0361331	0	0.00162109	0.00223435	0.00117488	0.10249	53.3907
2.36882	0.195085	801.435	449.258	16.9702	0.0341399	0	0.00189371	0.00337673	0.00106129	0.137928	68.5612
3.45252	0.16121	778.356	361.5	18.4698	0.0790916	0	0.00302849	0.00651782	0.00140626	0.185215	43.2524
2.3452	0.24589	992.241	610.415	17.4911	0.0439986	0	0.00146309	0.00237733	0.000899855	0.132155	52.5366
1.33096	0.284911	951.54	367.536	17.1822	0.0356262	0	0.00100879	0.0026097	0.000389533	0.0761326	36.7181
3.25092	0.308549	187.385	442.109	17.0097	0.0305949	0	0.00516181	0.00218628	0.0121585	0.187369	104.171
1.94514	0.226036	282.507	28.9266	18.3301	0.0706446	0	0.00624124	0.0604815	0.000638546	0.104004	26.9859
1.79503	0.214962	834.819	682.762	17.0123	0.0686027	0	0.00118266	0.00144559	0.000966993	0.104152	25.8279
2.12678	0.32529	611.818	948.08	17.1912	0.0488519	0	0.00136313	0.000879356	0.0021112	0.121335	42.6984
1.56882	0.316804	777.502	520.66	18.5122	0.0639491	0	0.0012082	0.0018031	0.000808748	0.083255	24.1009
2.43433	0.258475	282.568	998.506	17.9399	0.0528736	0	0.00189985	0.000537499	0.00670733	0.133637	45.3426
1.7476	0.299291	133.087	832.38	17.7024	0.0615296	0	0.00180955	0.000289221	0.0112923	0.0968573	27.8664
2.21259	0.326889	903.172	340.799	16.5958	0.0434304	0	0.00177818	0.00470796	0.000670729	0.130608	49.9087
3.22558	0.213045	355.555	819.041	17.9769	0.0307259	0	0.00274562	0.00119159	0.00632091	0.177207	103.679
3.0576	0.326974	972.759	990.96	17.3276	0.0788248	0	0.00155678	0.00152769	0.00158538	0.173103	38.0524
3.19921	0.257987	835.611	219.413	18.6568	0.0723911	0	0.00303162	0.0115321	0.000795789	0.168929	43.5367
1.37454	0.211148	159.063	332.521	16.498	0.0659222	0	0.00279494	0.00133612	0.0058351	0.0821367	20.5559
1.28547	0.327499	982.012	341.79	17.0923	0.0801424	0	0.000970808	0.0027866	0.000337777	0.0737171	15.7219
2.9979	0.208912	282.4	305.54	18.6249	0.0724205	0	0.00509719	0.00470793	0.00551078	0.159007	40.8929
1.56673	0.292794	528.068	490.614	18.0038	0.0598427	0	0.00153755	0.00165394	0.00142771	0.0855555	25.7396
1.33759	0.129113	835.444	615.507	17.3778	0.0587332	0	0.000921788	0.00125091	0.000679015	0.0763826	22.5998
1.39541	0.316991	822.928	845.84	17.3586	0.0708116	0	0.000836035	0.000813084	0.00085898	0.078901	19.3416
1.49433	0.165773	722.426	468.846	17.4163	0.0584839	0	0.00125422	0.0019319	0.000813789	0.0849538	25.2989
1.95492	0.256375	750.917	685.353	18.5752	0.0455335	0	0.00136086	0.00149049	0.00124162	0.103755	42.3264
1.74958	0.173632	834.834	157.797	16.482	0.0346896	0	0.00176226	0.00931307	0.000333027	0.104925	49.853
1.65755	0.29363	821.053	370.676	18.6821	0.0624511	0	0.00139054	0.00307762	0.000627553	0.0872724	26.1073
3.37137	0.173493	412.719	218.666	18.7283	0.0334568	0	0.00533818	0.0100675	0.00282707	0.178195	99.7494
1.6789	0.294521	626.01	84.0328	18.3994	0.0693648	0	0.00236353	0.0175458	0.000317121	0.0894914	23.7381
1.80825	0.214353	504.883	599.897	17.6196	0.0376732	0	0.00163643	0.00137676	0.00194357	0.101334	47.3936
2.13004	0.33031	732.96	147.081	18.139	0.0341542	0	0.00241948	0.0120302	0.000485292	0.115061	61.1083
2.84819	0.157426	591.894	399.289	17.7213	0.04574	0	0.00287307	0.00425728	0.00193765	0.159227	61.69
3.19042	0.120197	574.623	253.787	18.5445	0.0582901	0	0.0038507	0.0087146	0.00170034	0.170842	54.3519
3.23539	0.326591	630.735	650.72	17.4179	0.0650326	0	0.00252414	0.00244539	0.00260277	0.182193	48.7974
1.86974	0.228472	535.34	541.574	18.0568	0.0406877	0	0.00173583	0.00171512	0.0017553	0.102188	45.3503
2.30052	0.140417	224.428	166.928	17.3479	0.0763011	0	0.00587621	0.00789367	0.00436797	0.1314	29.8753
3.08418	0.270585	636.33	678.326	17.4402	0.0522274	0	0.00234552	0.00219943	0.00249926	0.174034	58.1149
2.22057	0.142897	632.61	469.029	17.3523	0.0521057	0	0.00201544	0.00271752	0.00149395	0.126874	42.2517
3.05273	0.297553	333.36	560.477	17.3582	0.0571512	0	0.00341417	0.0020296	0.00573511	0.172714	52.4575
2.0839	0.286984	468.831	372.155	18.9478	0.0287813	0	0.00247708	0.00311815	0.00196509	0.108227	71.25
2.48494	0.231107	577.87	851.343	17.7787	0.064096	0	0.0017384	0.00117966	0.00256006	0.137907	38.2521
3.14633	0.185271	203.117	459.807	17.0901	0.0655705	0	0.00474482	0.00209515	0.0107313	0.18194	47.4202
3.10601	0.326452	513.023	515.492	18.1146	0.0299848	0	0.00301894	0.00300258	0.00303154	0.168269	101.656
3.34658	0.282729	110.847	602.412	16.5246	0.0367903	0	0.0046901	0.000862594	0.0254242	0.198593	89.1995
2.42899	0.258258	964.467	233.345	16.7443	0.0690274	0	0.00202741	0.00837048	0.000490386	0.142695	34.6141
2.94627	0.278841	375.539	888.355	17.525	0.0448319	0	0.00233059	0.000984914	0.00550902	0.165347	64.6348
2.13261	0.329911	892.227	370.494	18.6795	0.0336028	0	0.00168846	0.00406255	0.000700866	0.112075	62.3015
1.6117	0.114076	540.507	235.541	18.7351	0.047567	0	0.0020765	0.00476275	0.0009047	0.0854582	33.6592
2.02618	0.129293	695.292	362.247	18.7649	0.0427271	0	0.00191571	0.00367568	0.000997897	0.107194	47.0772
3.37024	0.292255	935.961	987.851	17.6112	0.0628707	0	0.00175159	0.00165909	0.00184812	0.188159	52.7067
3.57678	0.255497	139.2	548.099	18.1901	0.0360022	0	0.00520218	0.00132058	0.020446	0.193536	97.7841
3.02101	0.12661	928.735	526.148	17.5302	0.0565369	0	0.00207628	0.00366409	0.0011761	0.171047	53.0358
