Values[k1].InitialValue	Values[kd1].InitialValue	Values[kt3].InitialValue	Values[kt5].InitialValue	Values[k2].InitialValue	Values[kd2].InitialValue	Time	[l1]	[l13]	[l15]	[l135]	[c]
1.99352	0.239783	603.205	174.322	16.8318	0.0647758	0	0.00256313	0.00885702	0.000740431	0.116603	30.299
2.58397	0.161636	118.88	459.319	16.7014	0.0653397	0	0.00446775	0.00115593	0.0172387	0.153014	39.1116
2.9147	0.221785	17.9206	614.424	16.7761	0.0514208	0	0.00460773	0.000134343	0.156049	0.169377	55.2592
2.13718	0.240335	676.207	394.807	17.2888	0.0339494	0	0.00199503	0.00341491	0.0011644	0.121831	62.043
1.69718	0.326089	839.834	42.4325	16.903	0.0532991	0	0.00192294	0.0377691	9.71189e-05	0.0977534	31.001
1.26823	0.327279	524.12	681.543	17.265	0.0371201	0	0.00105161	0.000808318	0.00136661	0.0720301	33.502
3.03167	0.270443	993.75	606.635	16.8529	0.0705901	0	0.00189402	0.00310128	0.00115589	0.176952	42.246
2.34263	0.329982	559.791	858.431	17.3934	0.0727855	0	0.00165143	0.0010765	0.00253095	0.132079	31.5628
1.33986	0.128913	716.939	936.129	17.778	0.050193	0	0.000810465	0.000620613	0.00105806	0.0748055	26.4956
1.25684	0.255267	20.634	908.248	17.3326	0.0556188	0	0.00135269	3.07224e-05	0.058814	0.0705867	21.9971
2.60316	0.152812	846.785	259.046	17.7271	0.0374163	0	0.0023537	0.00768938	0.000719909	0.145499	68.9346
1.97451	0.140895	628.403	377.993	17.3052	0.0454387	0	0.00196169	0.00326003	0.00117972	0.113126	43.0838
1.81067	0.317451	238.376	27.7985	16.5295	0.0535827	0	0.00679445	0.0576054	0.000791291	0.106249	32.7763
2.58119	0.114174	479.212	512.687	16.8288	0.0800954	0	0.00260197	0.00243153	0.00278306	0.152293	31.9982
3.20057	0.280267	384.274	218.01	18.6638	0.0552528	0	0.00531158	0.00935039	0.00301122	0.168686	56.9805
3.32728	0.156064	745.856	492.962	18.5677	0.0462343	0	0.00268551	0.00406192	0.00177458	0.177632	71.3372
2.02325	0.206978	943.964	335.037	16.7926	0.0698373	0	0.00158165	0.00445353	0.000561243	0.118938	28.5989
3.03665	0.114747	349.335	135.953	18.1941	0.0736701	0	0.00625593	0.0160612	0.00243386	0.165702	40.9229
1.94609	0.169055	479.898	36.0454	17.6471	0.0500143	0	0.00377068	0.0499673	0.000283118	0.108719	38.3607
3.13674	0.239376	481.834	630.278	16.4075	0.0332361	0	0.00281992	0.00215495	0.00368685	0.188304	92.9589
3.05287	0.281734	664.363	478.938	18.3952	0.0402622	0	0.00266957	0.00370094	0.00192367	0.163332	74.6238
2.46821	0.229102	184.748	635.11	17.6413	0.0699548	0	0.00300969	0.000875178	0.0103336	0.137934	34.7846
2.22094	0.181497	858.218	273.132	16.7951	0.0379358	0	0.00196277	0.00616321	0.000624529	0.13073	57.8773
1.2442	0.206148	384.061	693.905	18.5916	0.0384108	0	0.00115399	0.000638519	0.00208387	0.0661462	32.0161
2.48963	0.223174	962.089	99.8101	18.3161	0.0676787	0	0.00234402	0.022544	0.000243119	0.133987	36.2613
2.49143	0.128649	956.174	184.748	17.0311	0.0800761	0	0.00218345	0.0112927	0.000421821	0.145086	30.8578
2.3478	0.330256	239.885	116.654	18.0712	0.0616689	0	0.00657886	0.0134904	0.00319486	0.12717	37.2654
3.50555	0.165457	177.004	578.617	18.3938	0.0447472	0	0.00463828	0.00141849	0.0151481	0.188695	77.5652
3.42008	0.123303	153.834	975.625	16.6899	0.0662486	0	0.00302774	0.000477345	0.0191867	0.20325	51.2043
2.45286	0.329643	488.236	60.1458	18.2988	0.080144	0	0.00447022	0.0360894	0.000550315	0.130945	29.898
2.29535	0.259586	61.9751	666.116	16.9581	0.0522626	0	0.00315144	0.000293094	0.0337308	0.132753	43.0756
1.44672	0.163869	59.9629	937.47	18.3183	0.0304758	0	0.00145021	9.27425e-05	0.022611	0.0780626	46.9215
2.38174	0.175664	293.787	791.145	17.9765	0.0813098	0	0.00219494	0.000814896	0.00590726	0.131123	28.9897
2.5398	0.252665	486.727	191.242	16.7141	0.078698	0	0.0037448	0.00951824	0.00147062	0.149474	31.7456
3.45245	0.256334	231.913	344.533	18.1255	0.0759067	0	0.00598654	0.00402667	0.00888389	0.187555	44.7857
3.53569	0.31113	257.049	18.3779	18.7495	0.0759277	0	0.0128226	0.176363	0.000915652	0.182394	45.0402
3.05463	0.162639	93.6059	565.492	16.6198	0.0393827	0	0.00463342	0.00076675	0.0279429	0.18169	76.6747
2.32795	0.194624	587.931	302.461	17.0562	0.052323	0	0.00261395	0.00507779	0.0013443	0.134845	43.9566
3.29168	0.311222	166.044	107.478	17.7848	0.0626055	0	0.0120208	0.0185175	0.00776628	0.181242	51.4868
1.28862	0.314701	171.105	516.742	18.2191	0.0370697	0	0.00187256	0.00061967	0.0056448	0.06939	34.104
3.32764	0.289894	853.446	545.416	16.5804	0.0727981	0	0.00237833	0.00371955	0.00151941	0.197117	44.8953
2.37772	0.172669	130.343	734.499	17.2223	0.0722065	0	0.00274876	0.000487676	0.0154691	0.136504	32.5582
2.9322	0.246985	992.47	893.568	18.527	0.0419348	0	0.00155449	0.00172606	0.00139923	0.156123	68.9758
1.4138	0.124635	484.334	388.695	16.7548	0.0290667	0	0.00161919	0.00201694	0.00129912	0.0837221	48.2596
2.74774	0.247628	240.388	659.043	18.097	0.0410729	0	0.00305414	0.00111359	0.00836454	0.149615	65.9215
3.22031	0.250267	432.566	613.54	18.3218	0.0742064	0	0.00307764	0.00216895	0.00436271	0.173266	42.7799
2.29257	0.208692	948.324	99.1546	17.2739	0.035476	0	0.00218822	0.0208844	0.000228745	0.130856	63.7163
3.03463	0.22938	481.316	183.498	18.1758	0.073968	0	0.00456306	0.011954	0.00173881	0.164652	40.4591
1.94921	0.177747	113.712	312.018	18.9262	0.0303197	0	0.00457658	0.00166695	0.0125382	0.101857	63.5812
2.6099	0.200383	849.757	351.058	16.6711	0.0762164	0	0.00217307	0.00525706	0.000897544	0.154594	33.8149
2.62854	0.292695	460.706	114.688	18.9469	0.0613911	0	0.00456592	0.0182948	0.00113592	0.136256	42.0522
1.43127	0.17772	779.118	459.06	18.1408	0.0342683	0	0.00115578	0.00196083	0.000680835	0.0780952	41.3417
1.91925	0.227581	810.154	777.975	17.3413	0.0291439	0	0.00120832	0.00125794	0.00116	0.109195	64.9732
2.03461	0.21859	918.644	830.383	18.3197	0.0595372	0	0.00116313	0.00128643	0.00105113	0.10971	33.7581
1.68736	0.274179	993.994	15.7102	16.9689	0.0305857	0	0.00167069	0.103892	2.63982e-05	0.0961782	53.3596
3.15922	0.268759	355.478	907.013	18.7723	0.0718657	0	0.00250184	0.000980235	0.00637869	0.165777	43.3032
2.52944	0.231768	833.675	4.23168	18.1111	0.0539831	0	0.00301792	0.563683	1.53145e-05	0.130737	43.8618
2.29356	0.309735	177.797	852.547	18.8837	0.032046	0	0.00222534	0.000463923	0.0106521	0.119282	70.289
3.01303	0.176436	802.426	199.916	17.4207	0.0416411	0	0.00300546	0.0120527	0.000748614	0.171064	71.5653
1.21212	0.23192	431.697	179.306	18.1197	0.0287377	0	0.00198307	0.00476826	0.000823229	0.0659542	41.5854
2.38874	0.31885	648.296	639.592	18.8893	0.0562943	0	0.00185431	0.00187861	0.00182852	0.124268	41.6977
3.40843	0.267868	205.007	375.859	18.0839	0.0457299	0	0.00586513	0.00319678	0.0107391	0.185438	73.3318
3.34445	0.162073	708.372	898.781	17.3917	0.0629084	0	0.00208077	0.00163966	0.00263948	0.190468	52.6567
1.69099	0.147551	856.282	790.063	17.7611	0.054396	0	0.00102702	0.0011129	0.000947438	0.0943976	30.8222
2.09544	0.324877	51.0148	800.215	18.4616	0.0674857	0	0.00246072	0.00015681	0.0383544	0.110831	30.3193
3.39067	0.250006	29.4296	305.052	18.498	0.0624821	0	0.0101295	0.000976436	0.104113	0.179318	53.0877
1.92884	0.174861	443.557	2.63108	16.6139	0.0783371	0	0.00432125	0.683092	2.56226e-05	0.107729	22.8474
1.35458	0.331686	496.483	893.385	17.5968	0.0570161	0	0.000974378	0.000541293	0.00175215	0.075494	23.2997
2.08529	0.165891	627.26	225.891	17.4601	0.0287687	0	0.00244375	0.00678087	0.00087982	0.118213	71.7447
2.45371	0.155288	971.083	604.104	17.1753	0.0487655	0	0.00155757	0.00250311	0.000968799	0.141537	49.8497
2.96125	0.17081	795.551	775.825	18.8885	0.0311967	0	0.00188429	0.00193177	0.00183717	0.15532	94.0404
2.15612	0.188303	595.034	192.294	18.9627	0.0727436	0	0.00273787	0.00846377	0.000884503	0.112466	29.3176
1.51304	0.115038	886.861	246.912	17.2802	0.0348927	0	0.00133438	0.00479061	0.00037146	0.0869375	43.0546
1.80642	0.131169	711.527	617.168	16.6551	0.0597823	0	0.00135941	0.00156692	0.00117891	0.10758	29.9716
1.37531	0.292065	482.307	376.622	17.3691	0.074099	0	0.00160065	0.00204822	0.00124915	0.0777907	18.2345
2.11268	0.286191	522.078	950.534	18.3165	0.0488284	0	0.00143437	0.000787587	0.0026101	0.113495	42.574
1.93408	0.322106	706.481	571.772	17.6929	0.0369413	0	0.00151268	0.00186802	0.00122369	0.107277	51.3799
2.46121	0.188049	883.035	524.196	18.2866	0.0728309	0	0.00174874	0.00294479	0.00103789	0.133163	33.4349
3.03002	0.15058	529.517	28.4235	18.3955	0.0619685	0	0.00542926	0.100612	0.000291351	0.162514	48.2429
2.60283	0.212693	299.854	632.412	17.4864	0.0684349	0	0.0027913	0.00132303	0.00588287	0.14694	37.5459
3.02229	0.321601	268.132	176.059	17.7225	0.041647	0	0.00679912	0.0103359	0.00445906	0.16711	71.1121
1.60558	0.149428	796.801	370.051	16.4797	0.0767736	0	0.00137582	0.00296124	0.000638841	0.0965078	20.7157
1.2026	0.221182	12.9664	70.7555	16.9577	0.0577051	0	0.0143264	0.00261721	0.0768658	0.0687966	20.2172
1.38618	0.30485	436.24	799.179	16.9251	0.0801147	0	0.00112176	0.00061209	0.0020536	0.0803849	16.9822
3.18401	0.178571	820.535	243.193	18.9328	0.0646096	0	0.00299276	0.0100902	0.00088681	0.166473	48.7821
3.22968	0.241297	630.705	935.244	16.5823	0.0644787	0	0.00206213	0.00139029	0.00305667	0.19188	49.3467
2.07507	0.122643	959.284	845.443	18.8132	0.0326964	0	0.00114972	0.00130434	0.00101315	0.109562	63.0409
2.48059	0.330683	122.996	888.035	17.3615	0.0648563	0	0.00245272	0.000339584	0.0176613	0.139826	37.4302
1.73387	0.249007	175.876	490.005	16.9389	0.0564295	0	0.0026029	0.00093378	0.00724162	0.100721	30.2343
2.92356	0.308915	98.8192	236.577	18.8338	0.0442621	0	0.00870872	0.00363292	0.020784	0.15219	64.7578
1.95968	0.222981	347.399	279.808	18.6728	0.032829	0	0.00312334	0.00387473	0.00251404	0.103598	58.9252
3.23514	0.177541	941.388	937.836	17.437	0.0657031	0	0.00172137	0.00172756	0.00171455	0.183611	48.7286
2.56291	0.202019	491.895	769.85	16.8053	0.0788206	0	0.00203092	0.00129731	0.00317722	0.150618	32.1131
3.58846	0.136149	660.308	596.467	17.6966	0.0552797	0	0.00285499	0.00315984	0.00257842	0.201163	64.3981
2.00469	0.231798	235.297	744.621	16.7046	0.0674328	0	0.00204529	0.0006461	0.00646616	0.11824	29.2907
1.62814	0.140092	702.975	965.717	17.4851	0.0357496	0	0.000975619	0.00071008	0.00134	0.0923516	45.1692
3.14476	0.332627	907.425	178.27	18.5565	0.0466732	0	0.00289565	0.0147119	0.000568662	0.166165	66.0644
2.15458	0.276209	787.426	549.333	17.9696	0.0411728	0	0.00161146	0.00230874	0.00112381	0.11801	51.5047
1.87988	0.133368	233.544	415.676	18.07	0.0620507	0	0.00289501	0.00162601	0.00514978	0.1032	30.0533
1.92244	0.226643	134.124	451.956	16.5158	0.0724616	0	0.00327889	0.000972565	0.0110302	0.114617	26.1241
1.7817	0.234397	18.759	442.749	18.8593	0.0416898	0	0.00385864	0.000163402	0.0899476	0.09216	41.6906
3.5636	0.182967	503.617	523.556	16.7868	0.030934	0	0.00346871	0.00333544	0.00360473	0.209885	113.897
1.53564	0.133893	148.118	252.72	18.413	0.0390739	0	0.00382979	0.00224342	0.00652854	0.0827064	38.9743
1.68048	0.253614	234.504	778.127	17.8826	0.0534459	0	0.0016591	0.000499839	0.00549925	0.0925517	30.967
1.39252	0.233248	865.626	376.042	18.4162	0.051702	0	0.00112128	0.00257952	0.000486971	0.0746156	26.5781
3.52471	0.173452	724.987	319.518	17.5764	0.0411695	0	0.00337396	0.00765136	0.00148663	0.198455	84.7258
1.97122	0.287109	164.794	717.304	17.93	0.0630956	0	0.00223396	0.000513027	0.00970691	0.10801	30.6936
1.41244	0.217666	269.549	702.015	17.885	0.0362011	0	0.00145346	0.000557904	0.00378233	0.0779543	38.513
2.98014	0.155983	904.864	227.019	17.3505	0.0375548	0	0.00263254	0.0104857	0.000660359	0.170108	78.5907
1.80851	0.136843	873.934	373.451	18.4331	0.0619601	0	0.00144968	0.00339123	0.000619382	0.0973486	28.9612
1.94166	0.145966	756.771	370.798	17.7898	0.0706488	0	0.00172177	0.00351261	0.000843459	0.108207	27.2472
1.50887	0.214271	350.418	907.318	17.1166	0.047708	0	0.00119947	0.000463139	0.00310382	0.0870035	31.2149
1.58281	0.242926	369.899	212.019	18.9477	0.0533419	0	0.00271884	0.004738	0.00155737	0.0823641	29.2567
3.35123	0.11454	469.395	405.295	18.4045	0.0343858	0	0.00383083	0.00443545	0.00330689	0.18089	96.8185
3.29414	0.291937	114.536	442.414	18.3658	0.0450854	0	0.00591151	0.00152941	0.0227762	0.176083	71.7286
3.46296	0.16835	61.0757	293.589	17.355	0.0349162	0	0.00975942	0.0020291	0.0467843	0.197057	97.9466
2.50575	0.116508	937.836	281.744	16.4984	0.0674899	0	0.0020544	0.00683561	0.000617106	0.150747	36.8511
1.80477	0.29546	314.061	618.403	17.246	0.047682	0	0.00193487	0.000982172	0.00380628	0.102773	37.1716
1.61599	0.317316	7.66152	486.041	16.5401	0.0496618	0	0.00327109	5.1529e-05	0.199263	0.0920487	30.6572
2.06749	0.246216	56.7312	988.323	18.7029	0.0620046	0	0.00197789	0.000113506	0.0343083	0.108635	32.7683
2.25328	0.20628	876.739	318.726	17.4786	0.0617327	0	0.00188453	0.00518054	0.000684932	0.127322	36.0492
2.11847	0.212998	235.586	851.328	17.6684	0.0407532	0	0.00194869	0.000539122	0.00703553	0.11836	51.3146
3.08407	0.269102	747.929	465.386	16.9132	0.0331085	0	0.00254129	0.00408179	0.00158071	0.179363	91.626
2.71577	0.328654	600.568	680.186	17.752	0.0479967	0	0.0021199	0.00187086	0.00239963	0.150087	55.5109
2.2558	0.134001	969.162	704.637	18.0005	0.0750549	0	0.00134761	0.00185315	0.000979652	0.124362	29.8259
1.4881	0.165352	48.0118	57.7678	17.7139	0.0720764	0	0.014046	0.0116406	0.0168422	0.0828375	20.3586
2.02421	0.13183	956.235	538.236	18.3713	0.0666616	0	0.00135434	0.00240555	0.000762214	0.109366	30.1402
3.31746	0.146836	135.511	604.074	18.9303	0.0397587	0	0.00448469	0.0010058	0.01997	0.173701	82.7045
1.67535	0.174837	609.44	6.19812	16.4444	0.0350388	0	0.00272055	0.260163	2.76606e-05	0.0980417	46.0131
2.39387	0.143774	192.187	361.896	17.5473	0.0363001	0	0.00431929	0.00229287	0.0081273	0.135195	65.3526
2.37479	0.123669	33.6217	836.358	17.6675	0.0722048	0	0.00272931	0.000109702	0.0676445	0.132991	32.5411
2.8371	0.259274	301.409	364.289	16.8269	0.0705263	0	0.00426018	0.00352232	0.00514452	0.16585	39.5703
3.40693	0.295947	976.281	670.674	18.7847	0.0647699	0	0.00206825	0.00300937	0.00142039	0.178454	51.7554
3.08503	0.261483	291.272	935.946	17.8288	0.0673741	0	0.0025133	0.000781936	0.00806877	0.170371	45.0842
1.52557	0.122419	726.695	639.394	18.5794	0.0754099	0	0.00111664	0.00126886	0.000982328	0.081551	20.0925
3.50804	0.125092	723.554	367.994	16.7531	0.073284	0	0.00321346	0.0063162	0.00163405	0.207763	47.4954
3.18947	0.326066	275.22	622.93	18.2438	0.0552889	0	0.00354987	0.00156756	0.00802522	0.171525	56.5983
2.45572	0.12308	122.645	755.688	18.4658	0.0571302	0	0.00279549	0.000453624	0.0172074	0.131972	42.6562
2.5487	0.312353	788.95	538.388	18.243	0.0631493	0	0.00191971	0.00281149	0.00130951	0.137255	39.6512
2.9307	0.177818	832.364	797.837	16.5082	0.0328727	0	0.00179756	0.00187493	0.00172263	0.175581	88.1742
2.26338	0.156349	517.565	83.8346	17.1651	0.0532	0	0.00376255	0.0231854	0.000609268	0.130421	42.0805
2.15553	0.216907	737.213	556.849	18.7839	0.0757917	0	0.00166543	0.00220401	0.0012576	0.113385	28.101
2.65062	0.140912	663.311	78.667	16.5823	0.0458927	0	0.00357169	0.0300623	0.000423504	0.158212	57.1665
3.56748	0.229058	261.577	317.582	18.2701	0.0323355	0	0.00615732	0.00506782	0.00746911	0.192614	108.83
3.23155	0.251697	346.149	265.662	17.361	0.0426339	0	0.00527976	0.00687285	0.00404916	0.183247	74.6201
2.20069	0.261104	51.655	92.8284	17.3861	0.0660053	0	0.0152039	0.0084366	0.0271853	0.123953	32.6497
1.24182	0.136125	991.616	651.314	17.0668	0.0811503	0	0.000755795	0.00115045	0.000496354	0.0721677	15.1777
3.13619	0.196931	391.545	613.22	18.1139	0.0457652	0	0.0031207	0.00199195	0.00488504	0.171168	67.7482
2.47451	0.154858	795.962	827.395	16.5237	0.0561651	0	0.00152417	0.00146599	0.00158405	0.148322	43.6362
3.45582	0.151067	286.653	221.836	17.7335	0.0417124	0	0.00679423	0.00877341	0.00525519	0.193053	82.0741
3.38507	0.271181	565.644	483.236	17.3032	0.0780636	0	0.00322648	0.00377458	0.0027551	0.192464	42.6605
2.00721	0.247503	484.364	499.73	17.4391	0.0301837	0	0.00203914	0.00197547	0.00210276	0.113402	65.5199
2.05435	0.256581	744.103	954.01	17.4708	0.0789154	0	0.0012096	0.000943203	0.00155029	0.115832	25.6436
2.03318	0.315981	400.219	144.947	16.5332	0.0642815	0	0.00372731	0.0102692	0.00134885	0.120381	30.9622
1.22765	0.17248	861.388	35.0698	18.796	0.0306394	0	0.00136918	0.0334654	5.57324e-05	0.0644031	39.5087
2.83212	0.134706	34.6125	700.109	17.5948	0.061595	0	0.00385397	0.000190499	0.0776524	0.15912	45.453
1.80001	0.189986	18.5303	644.424	16.7671	0.0683451	0	0.00271436	7.80279e-05	0.0934384	0.105073	25.7775
2.74683	0.249918	957.775	910.748	16.7936	0.0443754	0	0.00146986	0.00154533	0.00139732	0.161101	60.9676
1.49546	0.287353	746.039	584.226	17.1887	0.0514746	0	0.00112394	0.00143453	0.000879825	0.0855154	28.5559
3.48453	0.17398	562.55	678.738	17.0106	0.0462091	0	0.0028068	0.00232573	0.00338546	0.202684	74.6127
2.0976	0.192978	871.434	691.329	18.071	0.075623	0	0.00134207	0.00169123	0.00106446	0.114805	27.4341
2.56024	0.173909	616.528	109.154	17.6768	0.0526965	0	0.0035272	0.0198907	0.000624304	0.143191	48.0327
1.50986	0.244596	928.385	74.6274	17.7994	0.0684886	0	0.00150495	0.0186609	0.000120943	0.0834015	21.6751
2.90305	0.205149	873.065	515.248	17.7607	0.0493454	0	0.00209076	0.00354128	0.00123359	0.161509	58.1313
2.28129	0.219966	142.066	401.637	17.9224	0.0552075	0	0.00419415	0.00148273	0.011839	0.125532	40.7522
2.51831	0.309907	938.888	223.422	16.5091	0.0637032	0	0.00216606	0.00908986	0.000515275	0.149513	38.7472
2.31008	0.19335	265.952	257.568	17.0172	0.0604595	0	0.00441096	0.00455112	0.0042688	0.134076	37.7375
1.49924	0.13829	820.825	194.657	18.6729	0.0474999	0	0.00147618	0.0062203	0.000350013	0.0796402	31.3076
2.75539	0.15396	836.953	419.548	17.0894	0.0523054	0	0.00219264	0.00437248	0.00109893	0.159726	52.1863
2.11561	0.281042	739.499	360.113	18.0213	0.04291	0	0.00192347	0.00394682	0.000936314	0.115488	48.5025
2.51611	0.194475	705.46	144.246	17.4119	0.0744221	0	0.00296048	0.0144593	0.000605163	0.14271	33.3886
2.6096	0.136894	530.096	906.906	16.7082	0.0508879	0	0.00181583	0.00106121	0.00310579	0.154869	50.8487
2.59448	0.22086	182.401	290.54	17.9849	0.0489048	0	0.00548328	0.00343979	0.00872357	0.142295	52.3293
2.69295	0.18143	660.75	209.504	18.4041	0.0616152	0	0.0030938	0.00974902	0.000980683	0.14476	43.2391
3.01394	0.146416	832.578	259.397	17.5543	0.041151	0	0.00275972	0.00885277	0.000859663	0.170169	72.5913
1.66821	0.270104	397.704	880.474	18.3482	0.0535584	0	0.00130487	0.00058922	0.00288688	0.089531	30.6718
3.05844	0.28257	862.395	529.928	17.2309	0.0654203	0	0.0021962	0.00357215	0.00134909	0.174518	45.9661
1.92298	0.159035	805.855	539.913	16.973	0.0620105	0	0.00142874	0.00213187	0.000957051	0.112203	30.7113
2.12484	0.237831	115.465	492.566	18.3813	0.0730272	0	0.00349326	0.000818483	0.0148713	0.113877	28.6632
1.42116	0.147903	778.249	162.965	17.9086	0.0762709	0	0.00150968	0.00720304	0.000316067	0.0786321	18.463
2.35124	0.329592	161.624	889.193	18.7111	0.0437803	0	0.00223683	0.000406426	0.0122812	0.123226	52.6653
2.268	0.312262	693.402	696.847	18.5263	0.0695511	0	0.00163099	0.0016222	0.00163836	0.12031	32.047
2.22654	0.156074	29.9784	417.81	18.1742	0.0702804	0	0.00497057	0.000356511	0.0689163	0.120836	31.2476
1.59244	0.280839	531.635	179.962	18.5339	0.0652961	0	0.00223695	0.00659801	0.000756822	0.0844945	23.9833
1.23823	0.152599	271.074	51.5788	18.0459	0.0467303	0	0.00383585	0.0201	0.00072946	0.0678334	26.1954
3.46996	0.324033	397.216	520.889	17.8648	0.041647	0	0.00377815	0.00287932	0.00495043	0.190567	81.7453
1.83535	0.165109	174.352	395.387	18.8446	0.0418996	0	0.00322045	0.00141952	0.00729627	0.0964441	43.3764
1.48261	0.248235	864.94	21.6858	17.4654	0.0700034	0	0.00167172	0.0659223	4.19015e-05	0.0827508	20.6458
2.38237	0.141674	137.538	516.925	18.2193	0.0432953	0	0.00363939	0.000968069	0.0136642	0.129611	54.5421
1.22571	0.118829	836.541	868.035	17.4022	0.0698457	0	0.000719019	0.000692837	0.000745983	0.069942	17.4262
3.48083	0.299596	664.424	958.796	18.1713	0.0515937	0	0.002144	0.00148528	0.00309251	0.18834	66.3335
1.28013	0.114747	80.4048	126.731	18.9027	0.0509106	0	0.00617673	0.00391531	0.00972163	0.0671939	24.9485
2.71002	0.253526	9.50602	301.195	17.4518	0.0441933	0	0.00871515	0.000274827	0.268964	0.149082	58.8722
1.35572	0.163191	92.4321	420.508	18.0169	0.0337723	0	0.00264219	0.000580555	0.0119991	0.0744347	39.7095
3.32266	0.204295	172.843	378.039	16.975	0.0470895	0	0.0060293	0.00275516	0.0131716	0.19315	69.6274
1.82784	0.172795	832.395	244.961	16.7167	0.0695595	0	0.00169633	0.00576017	0.0004991	0.108142	25.989
1.69095	0.130847	505.904	597.931	18.5198	0.0394221	0	0.00153171	0.00129568	0.00180986	0.0906317	42.5772
1.82517	0.151901	82.5999	14.1859	16.5748	0.0799972	0	0.0188283	0.10847	0.00322767	0.107931	22.3626
1.65997	0.195721	720.292	479.852	17.8235	0.0531715	0	0.00138291	0.00207501	0.000921035	0.0920744	30.8641
2.9166	0.243272	110.115	491.864	18.1163	0.0655882	0	0.00484307	0.00108369	0.0215855	0.158496	43.7785
2.09727	0.147985	232.69	670.14	16.9531	0.0598209	0	0.00232261	0.000806292	0.0066848	0.122554	34.7317
1.27896	0.329955	571.528	101.959	17.4649	0.0590916	0	0.00189807	0.0106052	0.000338417	0.0716341	21.1719
1.99762	0.229414	230.342	746.588	16.4339	0.0464483	0	0.00204431	0.000630532	0.00661945	0.119753	42.37
3.30282	0.298868	672.747	396.667	16.5169	0.0480093	0	0.00308757	0.00523258	0.0018197	0.196231	67.5106
3.03885	0.227489	412.292	776.481	17.1488	0.0429789	0	0.0025558	0.00135667	0.00481075	0.174771	69.7344
1.77079	0.194499	799.179	73.9414	17.9769	0.0719975	0	0.00202766	0.021858	0.000187557	0.0971914	24.2675
2.61059	0.270531	330.799	78.4993	18.3438	0.0765982	0	0.00637401	0.026768	0.00151133	0.139742	33.4657
2.64938	0.241348	806.679	562.733	18.2453	0.0746319	0	0.00193434	0.00277169	0.00134898	0.143234	35.0165
2.23335	0.239034	568.266	574.669	16.8883	0.0474009	0	0.00195364	0.00193107	0.00197482	0.130316	46.4296
3.28959	0.239071	535.248	660.064	17.2151	0.0460488	0	0.00275153	0.00223042	0.00339165	0.188356	70.4157
1.97865	0.329074	486.468	199.596	17.3731	0.0779461	0	0.00288268	0.00701429	0.00118195	0.111569	24.8671
3.22672	0.260772	871.495	357.14	16.5842	0.0686338	0	0.0026257	0.00640258	0.0010757	0.191398	46.2479
2.86672	0.177185	625.872	648.982	18.2385	0.0415631	0	0.00224836	0.0021677	0.00233071	0.155603	68.2808
1.23398	0.189932	349.914	407.673	18.0019	0.0642445	0	0.00162843	0.00139706	0.00189619	0.0677804	18.9927
3.45304	0.146223	370.89	570.812	17.1137	0.0819719	0	0.00366624	0.00238156	0.00564024	0.199962	41.7471
2.06603	0.245436	658.585	582.367	18.4026	0.04101	0	0.00166454	0.0018816	0.00147136	0.110724	49.686
3.49808	0.267411	106.426	610.369	17.9201	0.0669595	0	0.00487835	0.000850231	0.027908	0.19184	51.3413
1.58691	0.227903	955.336	400.661	18.9399	0.0732706	0	0.00117009	0.00278838	0.000490611	0.0827374	21.387
2.91785	0.132456	293.894	298.65	16.7915	0.0338923	0	0.00492318	0.00484263	0.0050006	0.172294	85.3606
2.83717	0.265809	378.314	862.288	16.7848	0.0433188	0	0.00228644	0.00100283	0.00520781	0.166264	64.4228
1.53578	0.196717	10.3292	897.73	16.4148	0.0649369	0	0.00169092	1.94512e-05	0.144214	0.0907251	22.9335
2.09866	0.327126	631.726	633.22	17.2724	0.0780526	0	0.00165866	0.00165389	0.00166172	0.119153	26.3675
1.59639	0.321449	69.4597	470.798	16.566	0.0452473	0	0.00295312	0.000435395	0.019924	0.0940874	34.4474
3.11117	0.165176	642.778	463.374	18.8982	0.036604	0	0.00281219	0.00389959	0.00202677	0.163126	84.22
2.34977	0.27941	2.03658	607.793	16.4353	0.0813945	0	0.0038514	1.28992e-05	1.01074	0.123621	24.9617
1.61727	0.13499	274.275	648.616	18.9229	0.0687765	0	0.00175214	0.000740757	0.00414148	0.0848137	23.3353
2.07108	0.197869	198.925	9.68894	17.6459	0.0725648	0	0.00991842	0.199561	0.000482611	0.113739	27.6585
3.24873	0.227581	773.295	874.3	17.9783	0.0594264	0	0.00197153	0.00174331	0.00222838	0.17837	53.9622
1.88468	0.20689	678.326	518.404	17.9483	0.0810983	0	0.00157458	0.00205951	0.00120299	0.103754	22.9624
1.46115	0.177734	178.056	997.622	16.7081	0.079528	0	0.00124263	0.000221745	0.0069553	0.0864422	18.1608
1.65279	0.138283	500.142	817.685	18.2412	0.0480916	0	0.00125405	0.000766916	0.00204968	0.0898954	34.0974
3.05393	0.195369	502.931	345.814	17.426	0.0329541	0	0.00359735	0.00522882	0.00247256	0.173183	91.5787
1.55578	0.167155	466.91	16.2438	17.9758	0.0600248	0	0.00321893	0.0915826	0.000111946	0.0848766	25.4183
2.46887	0.125021	672.808	704.408	16.9154	0.0376119	0	0.00179249	0.00171177	0.00187633	0.144844	65.1413
2.80128	0.135868	202.248	95.8924	18.7958	0.0418106	0	0.00939156	0.0197799	0.00444986	0.147727	66.41
